title,genres,year,rating,language,clean_title,source,movieId
Dagh Ujala,"dramas, independent movies, international movies",2015,0.0,Mixed,dagh ujala,netflix_titles.csv,10343.0
Dallas Buyers Club,"dramas, independent movies, lgbtq movies",2013,0.0,Mixed,dallas buyers club,netflix_titles.csv,10344.0
Dance Academy,"international tv shows, romantic tv shows, tv dramas",2013,0.0,Mixed,dance academy,netflix_titles.csv,10345.0
Dance Academy: The Comeback,"dramas, international movies",2017,0.0,Mixed,dance academy the comeback,netflix_titles.csv,10346.0
Dancing Quietly,"dramas, independent movies, international movies",2016,0.0,Mixed,dancing quietly,netflix_titles.csv,10347.0
Dandy,"crime tv shows, international tv shows, spanish-language tv shows",2016,0.0,Mixed,dandy,netflix_titles.csv,10348.0
Dangerous Roads,"british tv shows, docuseries",2012,0.0,Mixed,dangerous roads,netflix_titles.csv,10349.0
Danny Says,"documentaries, music & musicals",2015,0.0,Mixed,danny says,netflix_titles.csv,10350.0
Dante's Peak,action & adventure,1997,0.0,Mixed,dantes peak,netflix_titles.csv,1438.0
Dare to Be Wild,"dramas, independent movies, romantic movies",2015,0.0,Mixed,dare to be wild,netflix_titles.csv,10351.0
Dark Chocolate (Bengali Version),"dramas, international movies, thrillers",2016,0.0,Mixed,dark chocolate bengali version,netflix_titles.csv,10352.0
Dark Crimes,"dramas, thrillers",2016,0.0,Mixed,dark crimes,netflix_titles.csv,10353.0
Dark Places,"dramas, international movies, thrillers",2015,0.0,Mixed,dark places,netflix_titles.csv,10354.0
Darna Mana Hai,"horror movies, international movies, thrillers",2003,0.0,Mixed,darna mana hai,netflix_titles.csv,10355.0
Darr Sabko Lagta Hai,"international tv shows, tv horror, tv thrillers",2015,0.0,Mixed,darr sabko lagta hai,netflix_titles.csv,10356.0
Darra,"dramas, international movies",2016,0.0,Mixed,darra,netflix_titles.csv,10357.0
Daughters of the Dust,"classic movies, dramas, independent movies",1991,0.0,Mixed,daughters of the dust,netflix_titles.csv,3374.0
Day and Night,"crime tv shows, international tv shows, tv dramas",2017,0.0,Mixed,day and night,netflix_titles.csv,10358.0
Days We Stared at the Sun,"international tv shows, tv dramas",2017,0.0,Mixed,days we stared at the sun,netflix_titles.csv,10359.0
Dayveon,"dramas, independent movies",2017,0.0,Mixed,dayveon,netflix_titles.csv,10360.0
De Film van Dylan Haegens,"comedies, international movies",2018,0.0,Mixed,de film van dylan haegens,netflix_titles.csv,10361.0
De Palma,documentaries,2015,0.0,Mixed,de palma,netflix_titles.csv,10362.0
Dead in a Week (Or Your Money Back),comedies,2018,0.0,Mixed,dead in a week or your money back,netflix_titles.csv,10363.0
Deadline: Sirf 24 Ghante,"independent movies, international movies, thrillers",2006,0.0,Mixed,deadline sirf 24 ghante,netflix_titles.csv,10364.0
Deadly Scholars,"dramas, thrillers",2018,0.0,Mixed,deadly scholars,netflix_titles.csv,10365.0
Dean,"comedies, dramas, independent movies",2016,0.0,Mixed,dean,netflix_titles.csv,10366.0
Dear Dad,"comedies, dramas, independent movies",2016,0.0,Mixed,dear dad,netflix_titles.csv,10367.0
Dear Dracula,"children & family movies, comedies",2012,0.0,Mixed,dear dracula,netflix_titles.csv,10368.0
Dear Santa,"comedies, romantic movies",2011,0.0,Mixed,dear santa,netflix_titles.csv,10369.0
Death at a Funeral,comedies,2010,0.0,Mixed,death at a funeral,netflix_titles.csv,10370.0
Death House,horror movies,2017,0.0,Mixed,death house,netflix_titles.csv,10371.0
Deathgrip,"international movies, sports movies",2017,0.0,Mixed,deathgrip,netflix_titles.csv,10372.0
Deep Undercover Collection,"crime tv shows, docuseries",2017,0.0,Mixed,deep undercover collection,netflix_titles.csv,10373.0
Deep Water,"crime tv shows, international tv shows, tv dramas",2016,0.0,Mixed,deep water,netflix_titles.csv,10374.0
Deewangee,"international movies, thrillers",2002,0.0,Mixed,deewangee,netflix_titles.csv,10375.0
Defying the Nazis: The Sharps' War,documentaries,2016,0.0,Mixed,defying the nazis the sharps war,netflix_titles.csv,10376.0
Delirium,"horror movies, thrillers",2018,0.0,Mixed,delirium,netflix_titles.csv,10377.0
Democrats,"documentaries, international movies",2014,0.0,Mixed,democrats,netflix_titles.csv,10378.0
Den of Thieves,action & adventure,2018,0.0,Mixed,den of thieves,netflix_titles.csv,10379.0
Denis Leary: No Cure For Cancer,stand-up comedy,1992,0.0,Mixed,denis leary no cure for cancer,netflix_titles.csv,10380.0
Desolate,"dramas, thrillers",2018,0.0,Mixed,desolate,netflix_titles.csv,10381.0
Desolation,"horror movies, thrillers",2017,0.0,Mixed,desolation,netflix_titles.csv,10382.0
Detention Letter,"action & adventure, international movies",2017,0.0,Mixed,detention letter,netflix_titles.csv,10383.0
Detour,thrillers,2016,0.0,Mixed,detour,netflix_titles.csv,10384.0
Deviant Love,thrillers,2019,0.0,Mixed,deviant love,netflix_titles.csv,10385.0
Devil's Bride,"dramas, international movies",2016,0.0,Mixed,devils bride,netflix_titles.csv,10386.0
Devil's Gate,"horror movies, sci-fi & fantasy, thrillers",2017,0.0,Mixed,devils gate,netflix_titles.csv,10387.0
Devlok with Devdutt Pattanaik,international tv shows,2017,0.0,Mixed,devlok with devdutt pattanaik,netflix_titles.csv,10388.0
Devrai,"dramas, international movies",2004,0.0,Mixed,devrai,netflix_titles.csv,10389.0
Dexter,"crime tv shows, tv dramas, tv mysteries",2013,0.0,Mixed,dexter,netflix_titles.csv,10390.0
Dhamaal,"action & adventure, comedies, international movies",2007,0.0,Mixed,dhamaal,netflix_titles.csv,10391.0
Di Renjie zhi Sidatianwang,"action & adventure, international movies, sci-fi & fantasy",2018,0.0,Mixed,di renjie zhi sidatianwang,netflix_titles.csv,10392.0
Diana: 7 Days That Shook the World,documentaries,2017,0.0,Mixed,diana 7 days that shook the world,netflix_titles.csv,10393.0
Diana: In Her Own Words,"documentaries, international movies",2017,0.0,Mixed,diana in her own words,netflix_titles.csv,10394.0
Diary of a Chambermaid,"dramas, international movies",2015,0.0,Mixed,diary of a chambermaid,netflix_titles.csv,10395.0
Die Another Day,action & adventure,2002,0.0,Mixed,die another day,netflix_titles.csv,10396.0
Dil Hai Tumhaara,"dramas, international movies, music & musicals",2002,0.0,Mixed,dil hai tumhaara,netflix_titles.csv,10397.0
Dinner for Five,stand-up comedy & talk shows,2007,0.0,Mixed,dinner for five,netflix_titles.csv,10398.0
Dinner for Schmucks,comedies,2010,0.0,Mixed,dinner for schmucks,netflix_titles.csv,10399.0
Dino Hunt,"docuseries, science & nature tv",2016,0.0,Mixed,dino hunt,netflix_titles.csv,10400.0
Disciples Of The 36th Chamber,"action & adventure, international movies",1985,0.0,Mixed,disciples of the 36th chamber,netflix_titles.csv,10401.0
Discovering Bigfoot,documentaries,2017,0.0,Mixed,discovering bigfoot,netflix_titles.csv,10402.0
Dismissed,thrillers,2017,0.0,Mixed,dismissed,netflix_titles.csv,10403.0
District 9,"action & adventure, international movies, sci-fi & fantasy",2009,0.0,Mixed,district 9,netflix_titles.csv,10404.0
Diva Brides,"british tv shows, reality tv",2017,0.0,Mixed,diva brides,netflix_titles.csv,10405.0
Doctor Zhivago,"classic movies, dramas, romantic movies",1965,0.0,Mixed,doctor zhivago,netflix_titles.csv,2067.0
Dog Eat Dog,"dramas, thrillers",2016,0.0,Mixed,dog eat dog,netflix_titles.csv,10406.0
Dolphin Kick,children & family movies,2019,0.0,Mixed,dolphin kick,netflix_titles.csv,10407.0
Dolphin Tale 2,"children & family movies, dramas",2014,0.0,Mixed,dolphin tale 2,netflix_titles.csv,10408.0
Domino,"international movies, thrillers",2019,0.0,Mixed,domino,netflix_titles.csv,10409.0
Don Quixote: The Ingenious Gentleman of La Mancha,"comedies, independent movies",2015,0.0,Mixed,don quixote the ingenious gentleman of la mancha,netflix_titles.csv,10410.0
Don Verdean,comedies,2015,0.0,Mixed,don verdean,netflix_titles.csv,10411.0
Don't Be Afraid of the Dark,horror movies,2010,0.0,Mixed,dont be afraid of the dark,netflix_titles.csv,10412.0
Don't Crack Under Pressure,"action & adventure, documentaries, international movies",2015,0.0,Mixed,dont crack under pressure,netflix_titles.csv,10413.0
Don't Crack Under Pressure II,"action & adventure, documentaries, international movies",2016,0.0,Mixed,dont crack under pressure ii,netflix_titles.csv,10414.0
Don't Crack Under Pressure III,"action & adventure, documentaries, international movies",2017,0.0,Mixed,dont crack under pressure iii,netflix_titles.csv,10415.0
Don't Knock Twice,"horror movies, international movies",2016,0.0,Mixed,dont knock twice,netflix_titles.csv,10416.0
Don't Look Down,"documentaries, international movies",2016,0.0,Mixed,dont look down,netflix_titles.csv,10417.0
Don't Think Twice,"comedies, dramas, independent movies",2016,0.0,Mixed,dont think twice,netflix_titles.csv,10418.0
Donnie Brasco,"dramas, thrillers",1997,0.0,Mixed,donnie brasco,netflix_titles.csv,1466.0
Doom,"action & adventure, horror movies, sci-fi & fantasy",2005,0.0,Mixed,doom,netflix_titles.csv,10419.0
Doomsday Preppers,"reality tv, science & nature tv",2013,0.0,Mixed,doomsday preppers,netflix_titles.csv,10420.0
Doubles Cause Troubles,"action & adventure, comedies, international movies",1989,0.0,Mixed,doubles cause troubles,netflix_titles.csv,10421.0
Doubt,"dramas, faith & spirituality",2008,0.0,Mixed,doubt,netflix_titles.csv,10422.0
Down The Fence,documentaries,2017,0.0,Mixed,down the fence,netflix_titles.csv,10423.0
Dr. Seuss' The Cat in the Hat,"children & family movies, comedies",2003,0.0,Mixed,dr seuss the cat in the hat,netflix_titles.csv,10424.0
Dr. Seuss' The Grinch,"children & family movies, comedies",2018,0.0,Mixed,dr seuss the grinch,netflix_titles.csv,10425.0
Dragonheart,"action & adventure, sci-fi & fantasy",1996,0.0,Mixed,dragonheart,netflix_titles.csv,653.0
Dragonheart 3: The Sorcerer,"action & adventure, sci-fi & fantasy",2015,0.0,Mixed,dragonheart 3 the sorcerer,netflix_titles.csv,10426.0
Dragonheart: A New Beginning,"action & adventure, sci-fi & fantasy",2000,0.0,Mixed,dragonheart a new beginning,netflix_titles.csv,10427.0
Dragonheart: Battle for the Heartfire,"action & adventure, sci-fi & fantasy",2017,0.0,Mixed,dragonheart battle for the heartfire,netflix_titles.csv,10428.0
Dragonkala Ka Rahasya,children & family movies,2018,0.0,Mixed,dragonkala ka rahasya,netflix_titles.csv,10429.0
Dramaworld,"romantic tv shows, tv comedies, tv dramas",2016,0.0,Mixed,dramaworld,netflix_titles.csv,10430.0
Dream Big: Engineering Our World,documentaries,2017,0.0,Mixed,dream big engineering our world,netflix_titles.csv,10431.0
Dream Boat,"documentaries, international movies, lgbtq movies",2017,0.0,Mixed,dream boat,netflix_titles.csv,10432.0
Dries,"documentaries, international movies",2017,0.0,Mixed,dries,netflix_titles.csv,10433.0
Driven to Dance,dramas,2018,0.0,Mixed,driven to dance,netflix_titles.csv,10434.0
"Drugs, Inc.","crime tv shows, docuseries",2015,0.0,Mixed,drugs inc,netflix_titles.csv,10435.0
Dueños del paraíso,"crime tv shows, international tv shows, spanish-language tv shows",2015,0.0,Mixed,dueos del paraso,netflix_titles.csv,10436.0
Dukhtar,"dramas, independent movies, international movies",2014,0.0,Mixed,dukhtar,netflix_titles.csv,10437.0
Dum,"action & adventure, dramas, international movies",2003,0.0,Mixed,dum,netflix_titles.csv,10438.0
Dumb and Dumberer: When Harry Met Lloyd,comedies,2003,0.0,Mixed,dumb and dumberer when harry met lloyd,netflix_titles.csv,10439.0
E-Cigarettes: Miracle or Menace?,documentaries,2016,0.0,Mixed,ecigarettes miracle or menace,netflix_titles.csv,10440.0
Earth to Echo,"children & family movies, sci-fi & fantasy",2014,0.0,Mixed,earth to echo,netflix_titles.csv,10441.0
Earth to Luna!,kids' tv,2014,0.0,Mixed,earth to luna,netflix_titles.csv,10442.0
Earth's Natural Wonders,"british tv shows, docuseries, science & nature tv",2015,0.0,Mixed,earths natural wonders,netflix_titles.csv,10443.0
Earth's Natural Wonders: Life at the Extremes,"british tv shows, docuseries, science & nature tv",2018,0.0,Mixed,earths natural wonders life at the extremes,netflix_titles.csv,10444.0
East Side Sushi,dramas,2015,0.0,Mixed,east side sushi,netflix_titles.csv,10445.0
Easy A,"comedies, romantic movies",2010,0.0,Mixed,easy a,netflix_titles.csv,10446.0
Easy Fortune Happy Life,"international tv shows, romantic tv shows, tv comedies",2009,0.0,Mixed,easy fortune happy life,netflix_titles.csv,10447.0
Eat Pray Love,"dramas, romantic movies",2010,0.0,Mixed,eat pray love,netflix_titles.csv,10448.0
Eddie Murphy: Delirious,stand-up comedy,1983,0.0,Mixed,eddie murphy delirious,netflix_titles.csv,10449.0
Eeda,"dramas, international movies, romantic movies",2018,0.0,Mixed,eeda,netflix_titles.csv,10450.0
Eh Janam Tumhare Lekhe,"dramas, international movies",2015,0.0,Mixed,eh janam tumhare lekhe,netflix_titles.csv,10451.0
Ek Cup Chya,"dramas, independent movies, international movies",2009,0.0,Mixed,ek cup chya,netflix_titles.csv,10452.0
Ek Hasina Thi,"dramas, international movies, thrillers",2004,0.0,Mixed,ek hasina thi,netflix_titles.csv,10453.0
El último testigo,action & adventure,2012,0.0,Mixed,el ltimo testigo,netflix_titles.csv,10454.0
El Barco,"international tv shows, romantic tv shows, spanish-language tv shows",2013,0.0,Mixed,el barco,netflix_titles.csv,10455.0
El Cartel,"crime tv shows, international tv shows, spanish-language tv shows",2008,0.0,Mixed,el cartel,netflix_titles.csv,10456.0
El Cartel 2,"crime tv shows, international tv shows, spanish-language tv shows",2010,0.0,Mixed,el cartel 2,netflix_titles.csv,10457.0
El Chavo,"classic & cult tv, kids' tv, spanish-language tv shows",1979,0.0,Mixed,el chavo,netflix_titles.csv,10458.0
El Che,"documentaries, international movies",2017,0.0,Mixed,el che,netflix_titles.csv,10459.0
El Clon,"romantic tv shows, spanish-language tv shows, tv dramas",2010,0.0,Mixed,el clon,netflix_titles.csv,10460.0
El fin de ETA,"documentaries, international movies",2017,0.0,Mixed,el fin de eta,netflix_titles.csv,10461.0
El Vato,"international tv shows, spanish-language tv shows, tv comedies",2017,0.0,Mixed,el vato,netflix_titles.csv,10462.0
El Viaje: Márama y Rombai,"children & family movies, documentaries, international movies",2016,0.0,Mixed,el viaje mrama y rombai,netflix_titles.csv,10463.0
Elephants Dream 4 Hour,"international movies, sci-fi & fantasy",2006,0.0,Mixed,elephants dream 4 hour,netflix_titles.csv,10464.0
Elizabeth at 90: A Family Tribute,documentaries,2016,0.0,Mixed,elizabeth at 90 a family tribute,netflix_titles.csv,10465.0
Elizabeth Harvest,"dramas, sci-fi & fantasy",2019,0.0,Mixed,elizabeth harvest,netflix_titles.csv,10466.0
Elles étaient en guerre (1914-1918),"documentaries, international movies",2014,0.0,Mixed,elles taient en guerre 19141918,netflix_titles.csv,10467.0
Elles étaient en guerre 1939-1945,"documentaries, international movies",2015,0.0,Mixed,elles taient en guerre 19391945,netflix_titles.csv,10468.0
Elles ont toutes une histoire,"documentaries, international movies",2016,0.0,Mixed,elles ont toutes une histoire,netflix_titles.csv,10469.0
Elstree 1976,documentaries,2015,0.0,Mixed,elstree 1976,netflix_titles.csv,10470.0
Emelie,"horror movies, thrillers",2016,0.0,Mixed,emelie,netflix_titles.csv,10471.0
Emo the Musical,"dramas, international movies, music & musicals",2016,0.0,Mixed,emo the musical,netflix_titles.csv,10472.0
Emogenius,reality tv,2017,0.0,Mixed,emogenius,netflix_titles.csv,10473.0
Empire of Scents,"documentaries, international movies",2014,0.0,Mixed,empire of scents,netflix_titles.csv,10474.0
Employee of the Month,"comedies, romantic movies",2006,0.0,Mixed,employee of the month,netflix_titles.csv,10475.0
Encerrados,"international tv shows, spanish-language tv shows, tv comedies",2018,0.0,Mixed,encerrados,netflix_titles.csv,10476.0
Encounter: The Killing,"dramas, independent movies, international movies",2002,0.0,Mixed,encounter the killing,netflix_titles.csv,10477.0
Encounters with Evil,"british tv shows, crime tv shows, docuseries",2016,0.0,Mixed,encounters with evil,netflix_titles.csv,10478.0
End of Watch,action & adventure,2012,0.0,Mixed,end of watch,netflix_titles.csv,10479.0
Enemigo íntimo,"crime tv shows, spanish-language tv shows, tv dramas",2018,0.0,Mixed,enemigo ntimo,netflix_titles.csv,10480.0
Enemy,"independent movies, thrillers",2013,0.0,Mixed,enemy,netflix_titles.csv,10481.0
Enlighten Us,documentaries,2016,0.0,Mixed,enlighten us,netflix_titles.csv,10482.0
Entanglement,"dramas, independent movies, romantic movies",2018,0.0,Mixed,entanglement,netflix_titles.csv,10483.0
Enter the Dragon,"action & adventure, classic movies",1973,0.0,Mixed,enter the dragon,netflix_titles.csv,10484.0
Equals,"dramas, romantic movies, sci-fi & fantasy",2015,0.0,Mixed,equals,netflix_titles.csv,10485.0
Equilibrium,"action & adventure, dramas, sci-fi & fantasy",2002,0.0,Mixed,equilibrium,netflix_titles.csv,10486.0
"Escape from the ""Liberty"" Cinema","comedies, dramas, independent movies",1990,0.0,Mixed,escape from the liberty cinema,netflix_titles.csv,10487.0
Esperando La Carroza,"comedies, cult movies, international movies",1985,0.0,Mixed,esperando la carroza,netflix_titles.csv,10488.0
